"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"5185","82.1990.3.1.15.-70",1990,3,"82","3","1","2","3",0.9,3,10,3,15,-70,19.5,-74.5,2,3.15e-08,1.3454e-07,"1","N"
"5186","82.1990.3.1.25.-70.0",1990,3,"82","3","1","2","3",4.574,20,47,6,25,-70,26.5,-74.5,2,2.9437e-08,1.0137e-07,"1","N"
"5187","82.1990.5.1.25.-70.1",1990,5,"82","3","1","2","3",5.996,20,71,4,25,-70,27.5,-74.5,2,3.05325e-08,6.1581e-08,"2","N"
"5188","82.1990.7.1.45.-35",1990,7,"82","3","1","2","3",12.432,24,229,0,45,-35,46.5,-37.5,2,4.5637e-08,5.4562e-10,"3","N"
"5189","82.1990.8.1.45.-35",1990,8,"82","3","1","2","3",8.654,19,200,0,45,-35,47.5,-36.5,2,5.7121e-08,6.1988e-10,"3","N"
"5190","82.1991.1.1.20.-55",1991,1,"82","3","1","2","3",21.498,51,235,26,20,-55,21.5,-56.5,2,2.9906e-08,1.5278e-07,"1","N"
"5191","82.1991.1.1.25.-85",1991,1,"82","3","1","2","3",22.358,52,254,10,25,-85,27.5,-86.5,2,3.2634e-08,4.292e-08,"1","N"
"5192","82.1991.11.1.30.-75",1991,11,"82","3","1","2","3",1.136,5,17,0,30,-75,32.5,-75.5,2,3.1081e-08,7.3946e-08,"4","N"
"5193","82.1991.2.1.25.-90",1991,2,"82","3","1","2","3",1.8,5,0,0,25,-90,28.5,-92.5,2,0,0,"1","N"
"5194","82.1991.3.1.15.-60",1991,3,"82","3","1","2","3",0.852,3,11,3,15,-60,17.5,-60.5,2,3.1642e-08,1.596e-07,"1","N"
"5195","82.1991.3.1.20.-65.2",1991,3,"82","3","1","2","3",6.9,20,74,8,20,-65,21.5,-68,2,2.9719e-08,1.34735e-07,"1","N"
"5196","82.1991.3.1.20.-65.5",1991,3,"82","3","1","2","3",4.592,14,54,2,20,-65,21.5,-66.5,2,2.9695e-08,1.3999e-07,"1","N"
"5197","82.1991.5.1.20.-65",1991,5,"82","3","1","2","3",0.65,2,7,0,20,-65,21.5,-67,2,3.0929e-08,1.1171e-07,"2","N"
"5198","82.1991.5.1.25.-70.3",1991,5,"82","3","1","2","3",5.36,20,54,2,25,-70,27.5,-73.5,2,3.0479e-08,5.3168e-08,"2","N"
"5199","82.1991.7.1.40.-65",1991,7,"82","3","1","2","3",1.63,4,28,0,40,-65,40.5,-65.5,2,4.6295e-08,3.8896e-09,"3","N"
"5200","82.1992.10.1.30.-70",1992,10,"82","3","1","2","3",14.934,58,167,5,30,-70,32.5,-73,2,3.0531e-08,4.6459e-08,"4","N"
"5201","82.1992.12.1.40.-65",1992,12,"82","3","1","2","3",0.4,2,4,0,40,-65,40.5,-65.5,2,3.9568e-08,1.4785e-09,"4","N"
"5202","82.1992.2.1.20.-50",1992,2,"82","3","1","2","3",1.8,3,21,1,20,-50,22.5,-54.5,2,2.9617e-08,1.472e-07,"1","N"
"5203","82.1992.2.1.25.-70.2",1992,2,"82","3","1","2","3",5.71,20,63,0,25,-70,29.5,-73.5,2,2.789e-08,6.4249e-08,"1","N"
"5204","82.1992.2.1.25.-70.4",1992,2,"82","3","1","2","3",6.464,20,77,2,25,-70,29.5,-71.5,2,2.7961e-08,5.7102e-08,"1","N"
"5205","82.1992.3.1.25.-70",1992,3,"82","3","1","2","3",19.358,71,183,11,25,-70,28.5,-73.5,2,2.9442e-08,6.7495e-08,"1","N"
"5206","82.1992.3.1.30.-75",1992,3,"82","3","1","2","3",1.1,4,10,0,30,-75,30.5,-75.5,2,2.8383e-08,6.6707e-08,"1","N"
"5207","82.1992.6.1.40.-40",1992,6,"82","3","1","2","3",3.344,8,41,0,40,-40,44.5,-41.5,2,3.5306e-08,1.5242e-09,"2","N"
"5208","82.1993.1.1.25.-90",1993,1,"82","3","1","2","3",0.8,1,8,0,25,-90,27.5,-91.5,2,3.2161e-08,5.3657e-08,"1","N"
"5209","82.1993.11.1.20.-65",1993,11,"82","3","1","2","3",10.72,29,137,11,20,-65,21.5,-67.5,2,3.1238e-08,1.4493e-07,"4","N"
"5210","82.1993.2.1.20.-50",1993,2,"82","3","1","2","3",5.22,8,62,4,20,-50,21,-51.5,2,2.9683e-08,1.41605e-07,"1","N"
"5211","82.1993.3.1.20.-40",1993,3,"82","3","1","2","3",0.3,1,5,0,20,-40,21.5,-43.5,2,2.9803e-08,1.1454e-07,"1","N"
"5212","82.1993.5.1.20.-65",1993,5,"82","3","1","2","3",6.682,19,73,4,20,-65,21.5,-68.5,2,3.1035e-08,1.1109e-07,"2","N"
"5213","82.1993.5.1.30.-65",1993,5,"82","3","1","2","3",0.25,1,2,0,30,-65,34.5,-69.5,2,2.9339e-08,2.2415e-08,"2","N"
"5214","82.1993.5.1.40.-40",1993,5,"82","3","1","2","3",0.84,2,11,0,40,-40,44.5,-40.5,2,3.4987e-08,1.8174e-09,"2","N"
"5215","82.1993.8.1.20.-75",1993,8,"82","3","1","2","3",1.05,3,13,1,20,-75,24.5,-79.5,2,3.6784e-08,1.7096e-07,"3","N"
"5216","82.1993.9.1.25.-75",1993,9,"82","3","1","2","3",2.92,14,27,2,25,-75,27.5,-75.5,2,3.016e-08,1.1e-07,"3","N"
"5217","82.1993.9.1.35.-65",1993,9,"82","3","1","2","3",5.8,7,109,0,35,-65,39.5,-67.5,2,4.8022e-08,1.2019e-08,"3","N"
"5218","82.1994.1.1.25.-60",1994,1,"82","3","1","2","3",2.424,6,27,2,25,-60,28.5,-61.5,2,2.88565e-08,4.1956e-08,"1","N"
"5219","82.1994.11.1.25.-65",1994,11,"82","3","1","2","3",0.45,1,5,0,25,-65,29.5,-69.5,2,3.0439e-08,3.6811e-08,"4","N"
"5220","82.1994.11.1.25.-70",1994,11,"82","3","1","2","3",4.568,22,34,2,25,-70,29.5,-73.5,2,3.0424e-08,4.6882e-08,"4","N"
"5221","82.1994.12.1.25.-70",1994,12,"82","3","1","2","3",3.202,16,31,1,25,-70,26.5,-73.5,2,3.0081e-08,1.1969e-07,"4","N"
"5222","82.1994.3.1.25.-90",1994,3,"82","3","1","2","3",1.2,3,0,0,25,-90,28.5,-91.5,2,0,0,"1","N"
"5223","82.1994.5.1.25.-75",1994,5,"82","3","1","2","3",1.618,7,19,0,25,-75,27.5,-75.5,2,3.0867e-08,5.7762e-08,"2","N"
"5224","82.1994.6.1.25.-75",1994,6,"82","3","1","2","3",1.05,3,18,3,25,-75,27.5,-75.5,2,3.0517e-08,7.5925e-08,"2","N"
"5225","82.1994.9.1.15.-60",1994,9,"82","3","1","2","3",0.8,2,10,2,15,-60,18.5,-62.5,2,3.1874e-08,1.5961e-07,"3","N"
"5226","82.1995.2.1.25.-70",1995,2,"82","3","1","2","3",5.48,27,63,2,25,-70,27.5,-73.5,2,2.9461e-08,7.6426e-08,"1","N"
"5227","82.1995.3.1.25.-80",1995,3,"82","3","1","2","3",0.552,2,0,0,25,-80,28.5,-83.5,2,0,0,"1","N"
"5228","82.1995.3.1.25.-85",1995,3,"82","3","1","2","3",1.656,6,26,0,25,-85,28.5,-88.5,2,3.3299e-08,1.9612e-08,"1","N"
"5229","82.1996.10.1.0.0",1996,10,"82","3","1","2","3",0.226,1,0,0,0,0,1.5,3.5,2,3.5582e-08,9.2172e-09,"4","N"
"5230","82.1996.11.1.20.-80",1996,11,"82","3","1","2","3",0.2,1,4,1,20,-80,24.5,-80.5,2,3.9713e-08,1.1185e-07,"4","N"
"5231","82.1996.9.1.20.-70",1996,9,"82","3","1","2","3",0.3,1,3,0,20,-70,24.5,-74.5,2,3.0017e-08,1.2872e-07,"3","N"
"5232","82.1997.6.1.15.-55",1997,6,"82","3","1","2","3",0.84,2,9,1,15,-55,18.5,-59.5,2,3.2758e-08,1.7786e-07,"2","N"
"5233","82.1997.6.1.25.-75",1997,6,"82","3","1","2","3",0.15,1,1,0,25,-75,26.5,-75.5,2,3.0365e-08,8.5773e-08,"2","N"
"5234","82.1999.1.1.25.-70",1999,1,"82","3","1","2","3",0.7,2,9,0,25,-70,27,-72.5,2,2.88635e-08,6.87005e-08,"1","N"
"5235","82.1999.10.1.25.-70",1999,10,"82","3","1","2","3",0.4,1,8,0,25,-70,27.5,-74.5,2,3.0229e-08,6.7935e-08,"4","N"
"5236","83.1989.11.1.35.-70",1989,11,"83","3","1","2","4",3.927,8,56,0,35,-70,38.5,-70.5,3,3.2479e-08,1.0186e-08,"4","N"
"5237","83.1989.2.1.25.-80",1989,2,"83","3","1","2","4",3.351,8,0,0,25,-80,28.5,-84,3,0,0,"1","N"
"5238","83.1989.4.1.15.-60",1989,4,"83","3","1","2","4",1.8,4,28,2,15,-60,15.5,-64.5,3,3.0339e-08,1.1588e-07,"2","N"
"5239","83.1989.6.1.35.-70",1989,6,"83","3","1","2","4",13.194,25,168,3,35,-70,36.5,-70.5,3,2.7688e-08,2.7142e-08,"2","N"
"5240","83.1989.6.1.40.-60",1989,6,"83","3","1","2","4",12.675,29,226,1,40,-60,40.5,-64.5,3,3.7492e-08,1.4147e-09,"2","N"
"5241","83.1989.7.1.40.-40",1989,7,"83","3","1","2","4",18.447,38,293,1,40,-40,43.5,-41.5,3,3.6015e-08,5.5884e-09,"3","N"
"5242","83.1989.8.1.30.-75",1989,8,"83","3","1","2","4",3.912,13,45,1,30,-75,32.5,-75.5,3,2.7181e-08,9.1576e-08,"3","N"
"5243","83.1989.8.1.40.-35",1989,8,"83","3","1","2","4",22.065,28,424,1,40,-35,44.5,-37,3,4.4624e-08,6.3078e-09,"3","N"
"5244","83.1989.8.1.40.-50",1989,8,"83","3","1","2","4",0.375,1,10,0,40,-50,41.5,-54.5,3,5.743e-08,5.0573e-09,"3","N"
"5245","83.1990.1.1.20.-50",1990,1,"83","3","1","2","4",4.365,11,62,1,20,-50,21.5,-54.5,3,2.7425e-08,1.1838e-07,"1","N"
"5246","83.1990.1.1.30.-70",1990,1,"83","3","1","2","4",3.726,12,54,3,30,-70,30.5,-72.5,3,2.57375e-08,4.9317e-08,"1","N"
"5247","83.1990.10.1.25.-75",1990,10,"83","3","1","2","4",3.771,13,44,3,25,-75,26.5,-75.5,3,2.7713e-08,1.2239e-07,"4","N"
"5248","83.1990.10.1.45.-30",1990,10,"83","3","1","2","4",3.3,5,43,0,45,-30,47.5,-34.5,3,4.2156e-08,7.0163e-10,"4","N"
"5249","83.1990.11.1.35.-65",1990,11,"83","3","1","2","4",29.145,66,363,4,35,-65,38.5,-68.5,3,3.0506e-08,1.19675e-08,"4","N"
"5250","83.1990.11.1.45.-35",1990,11,"83","3","1","2","4",2.802,7,44,0,45,-35,46.5,-37.5,3,3.7821e-08,1.291e-09,"4","N"
"5251","83.1990.2.1.30.-75",1990,2,"83","3","1","2","4",0.234,1,3,0,30,-75,30.5,-75.5,3,2.5506e-08,5.4306e-08,"1","N"
"5252","83.1990.4.1.20.-75",1990,4,"83","3","1","2","4",0.3,1,3,0,20,-75,24.5,-76.5,3,3.5068e-08,9.7167e-08,"2","N"
"5253","83.1990.5.1.30.-75",1990,5,"83","3","1","2","4",0.897,4,11,0,30,-75,30.5,-75.5,3,2.7535e-08,4.8871e-08,"2","N"
"5254","83.1990.9.1.40.-60.4",1990,9,"83","3","1","2","4",11.736,20,275,1,40,-60,41.5,-61.5,3,5.8494e-08,8.3093e-09,"3","N"
"5255","83.1991.1.1.25.-75",1991,1,"83","3","1","2","4",6.744,23,69,3,25,-75,28.5,-76.5,3,2.6965e-08,8.0193e-08,"1","N"
"5256","83.1991.10.1.45.-35",1991,10,"83","3","1","2","4",7.104,9,105,1,45,-35,45.5,-38.5,3,3.8361e-08,2.0674e-09,"4","N"
"5257","83.1991.12.1.25.-70",1991,12,"83","3","1","2","4",8.415,36,97,5,25,-70,27.5,-73.5,3,2.7508e-08,7.8676e-08,"4","N"
"5258","83.1991.3.1.20.-50",1991,3,"83","3","1","2","4",0.45,1,2,0,20,-50,21.5,-50.5,3,2.7194e-08,8.7828e-08,"1","N"
"5259","83.1991.4.1.35.-55",1991,4,"83","3","1","2","4",1.26,2,16,0,35,-55,38.5,-59.5,3,2.7744e-08,1.6902e-08,"2","N"
"5260","83.1991.7.1.40.-60.0",1991,7,"83","3","1","2","4",10.59,20,171,0,40,-60,40.5,-64.5,3,3.7558e-08,8.7794e-09,"3","N"
"5261","83.1991.8.1.40.-40",1991,8,"83","3","1","2","4",10.404,17,165,0,40,-40,44.5,-41.5,3,4.3925e-08,1.7586e-09,"3","N"
"5262","83.1992.1.1.20.-55",1992,1,"83","3","1","2","4",13.473,25,150,8,20,-55,21.5,-56.5,3,2.7329e-08,1.071e-07,"1","N"
"5263","83.1992.1.1.20.-70",1992,1,"83","3","1","2","4",0.33,1,2,0,20,-70,21.5,-70.5,3,2.725e-08,1.4575e-07,"1","N"
"5264","83.1992.2.1.15.-60",1992,2,"83","3","1","2","4",3.495,9,40,4,15,-60,17.5,-62.5,3,2.9419e-08,1.4115e-07,"1","N"
"5265","83.1992.3.1.35.-65",1992,3,"83","3","1","2","4",1.596,4,22,0,35,-65,36.5,-69.5,3,2.6515e-08,1.1851e-08,"1","N"
"5266","83.1992.4.1.25.-70",1992,4,"83","3","1","2","4",14.088,47,148,4,25,-70,28.5,-73.5,3,2.702e-08,4.319e-08,"2","N"
"5267","83.1992.8.1.30.-70",1992,8,"83","3","1","2","4",9.09,36,97,11,30,-70,32.5,-72.5,3,2.58795e-08,6.5158e-08,"3","N"
"5268","83.1993.10.1.40.-45",1993,10,"83","3","1","2","4",4.2,5,69,0,40,-45,42.5,-45.5,3,3.9903e-08,3.5987e-09,"4","N"
"5269","83.1993.10.1.40.-65",1993,10,"83","3","1","2","4",4.8,8,65,0,40,-65,40.5,-65.5,3,4.0631e-08,5.7676e-09,"4","N"
"5270","83.1993.11.1.25.-75",1993,11,"83","3","1","2","4",4.188,15,49,4,25,-75,27.5,-75.5,3,2.794e-08,9.4638e-08,"4","N"
"5271","83.1993.12.1.20.-75",1993,12,"83","3","1","2","4",1.197,3,11,0,20,-75,24.5,-75.5,3,2.7927e-08,1.2535e-07,"4","N"
"5272","83.1993.12.1.25.-60",1993,12,"83","3","1","2","4",1.92,5,23,1,25,-60,28.5,-64.5,3,2.7574e-08,4.9214e-08,"4","N"
"5273","83.1993.12.1.25.-85",1993,12,"83","3","1","2","4",1.503,3,24,1,25,-85,28.5,-88.5,3,3.1011e-08,3.3368e-08,"4","N"
"5274","83.1993.12.1.30.-70",1993,12,"83","3","1","2","4",6.399,20,70,3,30,-70,32.5,-72.5,3,2.6302e-08,3.6653e-08,"4","N"
"5275","83.1993.12.1.40.-45",1993,12,"83","3","1","2","4",3.456,7,47,0,40,-45,42.5,-47.5,3,3.7248e-08,1.9044e-10,"4","N"
"5276","83.1993.2.1.25.-70",1993,2,"83","3","1","2","4",14.25,51,156,8,25,-70,27.5,-73.5,3,2.541e-08,5.3631e-08,"1","N"
"5277","83.1993.5.1.10.-45",1993,5,"83","3","1","2","4",3.6,6,47,0,10,-45,10.5,-48,3,2.91385e-08,9.85905e-08,"2","N"
"5278","83.1993.5.1.25.-70",1993,5,"83","3","1","2","4",19.752,67,207,11,25,-70,27.5,-73.5,3,2.7671e-08,4.7837e-08,"2","N"
"5279","83.1993.5.1.30.-65",1993,5,"83","3","1","2","4",3.402,6,35,2,30,-65,34.5,-69.5,3,2.6445e-08,2.4714e-08,"2","N"
"5280","83.1993.5.1.35.-70",1993,5,"83","3","1","2","4",0.6,1,9,0,35,-70,35.5,-71.5,3,2.7736e-08,1.6077e-08,"2","N"
"5281","83.1993.6.1.25.-70",1993,6,"83","3","1","2","4",24.141,84,211,10,25,-70,27.5,-73.5,3,2.7597e-08,5.6251e-08,"2","N"
"5282","83.1993.8.1.30.-70",1993,8,"83","3","1","2","4",23.454,74,222,14,30,-70,32.5,-73,3,2.5921e-08,6.9337e-08,"3","N"
"5283","83.1993.9.1.35.-65",1993,9,"83","3","1","2","4",5.172,8,76,0,35,-65,39.5,-67.5,3,4.26e-08,1.21485e-08,"3","N"
"5284","83.1994.10.1.45.-40",1994,10,"83","3","1","2","4",9.18,15,164,0,45,-40,45.5,-41.5,3,4.013e-08,1.1066e-09,"4","N"
"5285","83.1994.11.1.25.-80",1994,11,"83","3","1","2","4",3.231,4,0,0,25,-80,28.5,-83.5,3,0,0,"4","N"
"5286","83.1994.11.1.40.-40",1994,11,"83","3","1","2","4",12.618,17,146,0,40,-40,44.5,-41.5,3,3.5285e-08,1.4873e-09,"4","N"
"5287","83.1994.2.1.15.-50",1994,2,"83","3","1","2","4",0.399,1,6,0,15,-50,18.5,-51.5,3,2.7906e-08,1.1193e-07,"1","N"
"5288","83.1994.2.1.20.-70",1994,2,"83","3","1","2","4",0.351,1,6,0,20,-70,21.5,-73.5,3,2.68e-08,1.2547e-07,"1","N"
"5289","83.1994.3.1.30.-60",1994,3,"83","3","1","2","4",0.501,1,9,0,30,-60,30.5,-63.5,3,2.664e-08,3.0018e-08,"1","N"
"5290","83.1994.5.1.15.-60",1994,5,"83","3","1","2","4",4.395,10,42,4,15,-60,19,-60.5,3,2.8389e-08,1.246e-07,"2","N"
"5291","83.1994.5.1.25.-75",1994,5,"83","3","1","2","4",11.913,42,115,4,25,-75,26.5,-75.5,3,2.7725e-08,6.9012e-08,"2","N"
"5292","83.1994.6.1.35.-60",1994,6,"83","3","1","2","4",2.394,6,27,0,35,-60,39.5,-63.5,3,3.0213e-08,1.2974e-08,"2","N"
"5293","83.1994.7.1.15.-60",1994,7,"83","3","1","2","4",2.262,5,28,4,15,-60,17.5,-60.5,3,2.953e-08,1.3868e-07,"3","N"
"5294","83.1994.7.1.30.-70",1994,7,"83","3","1","2","4",32.103,99,316,16,30,-70,32.5,-73.5,3,2.7522e-08,4.9717e-08,"3","N"
"5295","83.1994.7.1.40.-60",1994,7,"83","3","1","2","4",4.194,6,57,0,40,-60,41.5,-61.5,3,4.1647e-08,5.3116e-09,"3","N"
"5296","83.1994.8.1.45.-35",1994,8,"83","3","1","2","4",19.08,26,328,1,45,-35,47.5,-38.5,3,4.88495e-08,5.0687e-10,"3","N"
"5297","83.1994.9.1.25.-75",1994,9,"83","3","1","2","4",7.242,19,79,9,25,-75,28.5,-75.5,3,2.7159e-08,1.3937e-07,"3","N"
"5298","83.1995.1.1.20.-45",1995,1,"83","3","1","2","4",19.782,27,186,19,20,-45,20.5,-47.5,3,2.8528e-08,8.7463e-08,"1","N"
"5299","83.1995.10.1.45.-35",1995,10,"83","3","1","2","4",9.174,12,117,0,45,-35,47,-38.5,3,3.9172e-08,1.02802e-09,"4","N"
"5300","83.1995.2.1.15.-50",1995,2,"83","3","1","2","4",4.794,7,44,1,15,-50,19.5,-50.5,3,2.8157e-08,1.155e-07,"1","N"
"5301","83.1995.2.1.25.-90",1995,2,"83","3","1","2","4",5.301,14,0,0,25,-90,28.5,-91,3,0,0,"1","N"
"5302","83.1995.3.1.25.-70",1995,3,"83","3","1","2","4",23.526,75,171,8,25,-70,29.5,-73.5,3,2.6656e-08,4.7422e-08,"1","N"
"5303","83.1995.4.1.10.-45",1995,4,"83","3","1","2","4",1.917,3,14,0,10,-45,13.5,-48.5,3,2.8816e-08,8.0353e-08,"2","N"
"5304","83.1995.4.1.20.-80",1995,4,"83","3","1","2","4",2.625,7,24,3,20,-80,21.5,-81.5,3,2.8899e-08,1.5644e-07,"2","N"
"5305","83.1995.5.1.30.-75",1995,5,"83","3","1","2","4",0.747,3,8,0,30,-75,32.5,-75.5,3,2.8054e-08,4.1198e-08,"2","N"
"5306","83.1995.7.1.40.-45",1995,7,"83","3","1","2","4",12.093,13,72,0,40,-45,43.5,-48.5,3,4.3475e-09,1.794e-12,"3","N"
"5307","83.1995.7.1.45.-35",1995,7,"83","3","1","2","4",30.291,41,386,0,45,-35,45.5,-37.5,3,3.5465e-08,1.1727e-09,"3","N"
"5308","83.1996.1.1.25.-55",1996,1,"83","3","1","2","4",2.667,7,24,1,25,-55,28.5,-59.5,3,2.5573e-08,3.4712e-08,"1","N"
"5309","83.1996.1.1.25.-85",1996,1,"83","3","1","2","4",7.407,15,58,1,25,-85,28.5,-88.5,3,2.8525e-08,2.6009e-08,"1","N"
"5310","83.1996.10.1.40.-35",1996,10,"83","3","1","2","4",2.403,3,27,0,40,-35,43.5,-36.5,3,3.4842e-08,2.8202e-09,"4","N"
"5311","83.1996.11.1.45.-35",1996,11,"83","3","1","2","4",0.801,1,14,0,45,-35,45.5,-39.5,3,3.5552e-08,2.6765e-09,"4","N"
"5312","83.1996.12.1.20.-70",1996,12,"83","3","1","2","4",1.596,4,10,2,20,-70,24.5,-74.5,3,2.7594e-08,9.83e-08,"4","N"
"5313","83.1996.12.1.20.-80",1996,12,"83","3","1","2","4",0.927,3,0,0,20,-80,24.5,-81.5,3,0,5.9624e-08,"4","N"
"5314","83.1996.3.1.15.-65",1996,3,"83","3","1","2","4",9.042,15,81,10,15,-65,15.5,-67.5,3,2.902e-08,1.394e-07,"1","N"
"5315","83.1996.4.1.20.-65",1996,4,"83","3","1","2","4",1.647,4,15,1,20,-65,21.5,-67.5,3,2.7136e-08,1.018e-07,"2","N"
"5316","83.1996.4.1.5.-40",1996,4,"83","3","1","2","4",0.63,1,9,0,5,-40,8.5,-44.5,3,2.9292e-08,9.2941e-08,"2","N"
"5317","83.1996.5.1.10.-35",1996,5,"83","3","1","2","4",0.75,2,6,1,10,-35,12,-38.5,3,2.6475e-08,7.1651e-08,"2","N"
"5318","83.1996.5.1.25.-80",1996,5,"83","3","1","2","4",0.9,1,0,0,25,-80,28.5,-83.5,3,0,0,"2","N"
"5319","83.1996.5.1.30.-70.2",1996,5,"83","3","1","2","4",6.573,20,51,0,30,-70,32.5,-73.5,3,2.6314e-08,3.7492e-08,"2","N"
"5320","83.1996.6.1.40.-60",1996,6,"83","3","1","2","4",1.35,2,10,0,40,-60,41,-62.5,3,3.3599e-08,3.97505e-09,"2","N"
"5321","83.1996.7.1.25.-20",1996,7,"83","3","1","2","4",1.596,4,10,0,25,-20,27.5,-24.5,3,2.3663e-08,2.9481e-08,"3","N"
"5322","83.1996.8.1.45.-30",1996,8,"83","3","1","2","4",0.699,1,6,0,45,-30,49.5,-34.5,3,3.9514e-08,3.6818e-10,"3","N"
"5323","83.1997.1.1.15.-55",1997,1,"83","3","1","2","4",2.25,5,18,3,15,-55,18.5,-57.5,3,2.9479e-08,1.5805e-07,"1","N"
"5324","83.1997.10.1.25.-75",1997,10,"83","3","1","2","4",4.338,18,37,1,25,-75,26.5,-75.5,3,2.742e-08,1.0805e-07,"4","N"
"5325","83.1997.11.1.20.-45",1997,11,"83","3","1","2","4",3.405,5,30,3,20,-45,20.5,-48.5,3,2.9304e-08,1.2417e-07,"4","N"
"5326","83.1997.11.1.5.-30",1997,11,"83","3","1","2","4",1.698,2,17,2,5,-30,5.5,-33,3,3.18825e-08,7.7598e-08,"4","N"
"5327","83.1997.2.1.15.-60",1997,2,"83","3","1","2","4",0.42,1,3,0,15,-60,18.5,-61.5,3,2.8002e-08,1.493e-07,"1","N"
"5328","83.1997.2.1.25.-85",1997,2,"83","3","1","2","4",2.502,5,26,0,25,-85,27.5,-86.5,3,2.9114e-08,3.0356e-08,"1","N"
"5329","83.1997.3.1.30.-75",1997,3,"83","3","1","2","4",0.9,4,5,0,30,-75,32,-75.5,3,2.6105e-08,4.688e-08,"1","N"
"5330","83.1997.5.1.25.-70",1997,5,"83","3","1","2","4",17.007,67,161,5,25,-70,27.5,-73.5,3,2.7224e-08,4.8817e-08,"2","N"
"5331","83.1997.6.1.40.-45",1997,6,"83","3","1","2","4",2.097,4,18,0,40,-45,42.5,-46.5,3,3.2316e-08,7.0968e-11,"2","N"
"5332","83.1997.8.1.25.-70",1997,8,"83","3","1","2","4",14.685,53,117,10,25,-70,29.5,-73.5,3,2.565e-08,8.0492e-08,"3","N"
"5333","83.1997.9.1.15.-60",1997,9,"83","3","1","2","4",1.35,3,12,0,15,-60,18.5,-61.5,3,2.9103e-08,1.6758e-07,"3","N"
"5334","83.1998.1.1.20.-65",1998,1,"83","3","1","2","4",8.337,23,71,12,20,-65,21.5,-67.5,3,2.7106e-08,1.3109e-07,"1","N"
"5335","83.1998.3.1.25.-90",1998,3,"83","3","1","2","4",1.002,2,0,0,25,-90,28.5,-91.5,3,0,0,"1","N"
"5336","83.1998.8.1.25.-90",1998,8,"83","3","1","2","4",3.6,6,49,0,25,-90,27.5,-90.5,3,2.9424e-08,7.1532e-08,"3","N"
"5337","83.1999.1.1.35.-50",1999,1,"83","3","1","2","4",3.153,5,19,1,35,-50,35.5,-52.5,3,2.5475e-08,3.9637e-08,"1","N"
"5338","83.1999.10.1.25.-85",1999,10,"83","3","1","2","4",0.501,1,3,0,25,-85,27.5,-85.5,3,3.1293e-08,5.1894e-08,"4","N"
"5339","83.1999.11.1.25.-75",1999,11,"83","3","1","2","4",2.697,11,20,0,25,-75,27.5,-75.5,3,2.767e-08,7.5574e-08,"4","N"
"5340","83.1999.2.1.15.-40",1999,2,"83","3","1","2","4",2.082,5,21,1,15,-40,19.5,-44.5,3,2.7676e-08,9.0454e-08,"1","N"
"5341","83.1999.6.1.25.-70",1999,6,"83","3","1","2","4",6.165,30,60,0,25,-70,27.5,-73.5,3,2.7251e-08,5.6006e-08,"2","N"
"5342","83.1999.7.1.45.-35",1999,7,"83","3","1","2","4",2.1,3,27,0,45,-35,46.5,-38.5,3,3.4204e-08,1.6475e-09,"3","N"
"5343","83.1999.9.1.25.-75",1999,9,"83","3","1","2","4",2.184,10,23,1,25,-75,26.5,-75.5,3,2.73425e-08,1.2402e-07,"3","N"
"5344","83.2000.1.1.20.-65",2000,1,"83","3","1","2","4",0.399,1,5,0,20,-65,21.5,-67.5,3,2.6861e-08,9.0032e-08,"1","N"
"5345","83.2000.11.1.25.-75",2000,11,"83","3","1","2","4",2.004,8,7,0,25,-75,27,-76.5,3,1.37995e-08,3.1279e-08,"4","N"
"5346","83.2000.6.1.25.-75",2000,6,"83","3","1","2","4",3.24,14,42,0,25,-75,27.5,-75.5,3,2.7245e-08,7.76465e-08,"2","N"
"5347","83.2001.4.1.25.-70",2001,4,"83","3","1","2","4",4.8,14,44,1,25,-70,29.5,-72.5,3,2.6435e-08,2.7113e-08,"2","N"
"5348","83.2001.5.1.30.-70",2001,5,"83","3","1","2","4",6.201,18,45,1,30,-70,33.5,-72.5,3,2.5956e-08,2.3918e-08,"2","N"
"5349","83.2001.7.1.30.-70",2001,7,"83","3","1","2","4",3.06,10,22,1,30,-70,32.5,-73.5,3,2.7e-08,4.7383e-08,"3","N"
"5350","83.2002.1.1.25.-70",2002,1,"83","3","1","2","4",5.967,17,38,0,25,-70,29.5,-71.5,3,2.5461e-08,3.1114e-08,"1","N"
"5351","83.2002.2.1.0.-30",2002,2,"83","3","1","2","4",1.8,2,16,1,0,-30,4.5,-34.5,3,3.0201e-08,8.2862e-08,"1","N"
"5352","83.2002.2.1.25.-70",2002,2,"83","3","1","2","4",1.92,5,9,1,25,-70,29.5,-73.5,3,2.4495e-08,4.3657e-08,"1","N"
"5353","83.2002.3.1.25.-70",2002,3,"83","3","1","2","4",13.128,35,106,2,25,-70,29.5,-72.5,3,2.5124e-08,3.7107e-08,"1","N"
"5354","83.2002.3.1.25.-75",2002,3,"83","3","1","2","4",1.686,5,9,1,25,-75,29.5,-75.5,3,2.5011e-08,4.5714e-08,"1","N"
"5355","83.2002.4.1.25.-75",2002,4,"83","3","1","2","4",0.45,2,7,0,25,-75,27.5,-78.5,3,3.0061e-08,9.3992e-08,"2","N"
